'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','-','FP1-F3','F3-C3','C3-P3','P3-O1','-','FZ-CZ','CZ-PZ','-','FP2-F4','F4-C4','C4-P4','P4-O2','-','FP2-F8','F8-T8','T8-P8','P8-O2','-','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[17:57:40.465 10/08/2055]',-10.159,-50.403,29.304,1.563,0.000,-37.118,0.781,0.781,4.298,0.000,8.596,-19.536,0.000,-33.993,1.954,-4.298,12.112,0.000,24.225,-71.111,37.118,-13.284,0.000,-29.304,51.575,17.973,-44.151,37.118
'[17:57:40.469 10/08/2055]',19.145,-45.324,23.053,7.814,0.000,-7.033,3.907,3.516,4.689,0.000,8.205,-17.973,0.000,-32.039,6.252,-2.735,7.814,0.000,40.635,-79.707,35.165,-16.801,0.000,-23.053,48.059,30.476,-61.343,35.165
'[17:57:40.473 10/08/2055]',39.853,-36.337,21.099,-1.172,0.000,10.549,4.689,7.033,0.000,0.000,12.112,-17.582,0.000,-33.993,-2.735,-1.954,1.954,0.000,29.695,-77.753,28.132,-17.973,0.000,-21.099,44.151,27.741,-67.985,28.132
'[17:57:40.477 10/08/2055]',54.701,-34.774,24.225,3.126,0.000,39.072,3.126,4.689,0.000,0.000,14.066,-14.457,0.000,-12.112,-2.344,0.000,-0.391,0.000,47.277,-67.595,19.536,-15.629,0.000,-24.225,41.416,13.675,-52.357,19.536
'[17:57:40.480 10/08/2055]',42.198,-29.695,22.271,9.768,0.000,28.132,7.814,6.642,1.563,0.000,13.284,-5.470,0.000,21.490,-5.861,8.987,21.099,0.000,70.330,-58.999,31.258,3.907,0.000,-22.271,34.383,6.642,-45.714,31.258
'[17:57:40.484 10/08/2055]',27.741,-26.960,29.304,12.503,0.000,23.834,3.907,8.987,5.079,0.000,8.987,-0.781,0.000,58.999,-12.503,11.722,36.337,0.000,95.726,-53.529,33.993,18.755,0.000,-29.304,27.741,18.755,-50.794,33.993
'[17:57:40.488 10/08/2055]',25.788,-19.536,13.284,12.503,0.000,15.238,7.424,7.814,0.781,0.000,4.298,1.954,0.000,44.933,-15.629,13.675,31.258,0.000,82.051,-45.324,23.834,14.066,0.000,-13.284,26.178,7.033,-39.072,23.834
'[17:57:40.492 10/08/2055]',16.410,-26.960,17.192,8.205,0.000,-8.987,11.722,12.112,0.781,0.000,5.470,9.768,0.000,-14.066,-10.159,16.020,39.072,0.000,39.463,-53.138,21.490,23.053,0.000,-17.192,40.244,-8.205,-39.853,21.490
'[17:57:40.496 10/08/2055]',29.695,-38.291,26.178,10.159,0.000,-11.331,14.457,17.973,7.033,0.000,6.642,13.284,0.000,-53.919,-3.907,12.894,39.853,0.000,12.503,-66.032,21.490,26.178,0.000,-26.178,50.403,-1.954,-56.654,21.490
'[17:57:40.500 10/08/2055]',28.132,-51.184,31.648,11.331,0.000,-26.960,23.053,16.410,7.814,0.000,8.596,13.675,0.000,-82.442,3.516,7.033,31.258,0.000,1.563,-78.535,14.457,21.099,0.000,-31.648,52.357,6.642,-62.906,14.457
'[17:57:40.504 10/08/2055]',7.033,-60.952,40.635,16.801,0.000,-62.125,30.867,20.708,13.675,0.000,11.331,17.192,0.000,-96.117,9.377,4.298,36.337,0.000,-6.642,-69.939,0.000,31.648,0.000,-40.635,50.794,9.377,-49.621,0.000
'[17:57:40.508 10/08/2055]',19.927,-66.032,43.761,24.615,0.000,-48.059,26.960,21.880,21.099,0.000,6.252,17.582,0.000,-35.946,5.861,-0.781,39.853,0.000,39.463,-65.641,-3.907,38.681,0.000,-43.761,52.747,7.033,-44.933,-3.907
'[17:57:40.512 10/08/2055]',31.648,-58.608,30.085,22.271,0.000,-36.337,19.145,25.397,16.801,0.000,2.735,16.020,0.000,6.642,1.954,-7.033,31.648,0.000,68.767,-54.310,-13.675,33.211,0.000,-30.085,53.919,-7.033,-34.774,-13.675
'[17:57:40.516 10/08/2055]',7.814,-36.337,17.973,22.662,0.000,-41.807,2.735,32.821,18.364,0.000,-0.391,18.755,0.000,12.112,-1.954,-5.861,26.178,0.000,64.469,-19.536,-43.370,28.913,0.000,-17.973,46.886,-23.443,5.861,-43.370
'[17:57:40.520 10/08/2055]',20.708,-26.960,8.987,27.350,0.000,-25.788,-10.549,41.026,26.569,0.000,-3.126,24.225,0.000,-17.192,-0.781,-1.954,38.291,0.000,38.291,-69.939,7.424,41.416,0.000,-8.987,40.635,-31.648,-40.635,7.424
'[17:57:40.523 10/08/2055]',13.675,-23.443,-3.516,31.258,0.000,-43.761,-13.675,48.059,27.741,0.000,-3.126,29.304,0.000,-73.455,4.298,2.735,35.165,0.000,-5.470,-75.018,12.894,36.728,0.000,3.516,28.913,-14.457,-55.092,12.894
'[17:57:40.527 10/08/2055]',13.675,-34.774,16.410,33.993,0.000,-47.277,2.735,42.589,31.258,0.000,3.126,34.383,0.000,-89.475,5.470,8.987,36.728,0.000,-14.847,-75.018,14.847,37.900,0.000,-16.410,30.867,4.298,-56.264,14.847
'[17:57:40.531 10/08/2055]',21.099,-39.853,16.410,33.211,0.000,-53.919,13.284,37.509,33.602,0.000,8.205,37.900,0.000,-87.912,0.000,14.457,41.416,0.000,-18.755,-78.926,23.834,42.589,0.000,-16.410,25.397,4.689,-62.906,23.834
'[17:57:40.535 10/08/2055]',57.436,-45.714,26.569,29.304,0.000,-27.350,18.364,41.807,35.556,0.000,9.768,41.026,0.000,-48.449,-9.768,19.927,37.509,0.000,10.159,-63.297,14.066,37.509,0.000,-26.569,42.198,-10.159,-51.184,14.066
'[17:57:40.539 10/08/2055]',54.310,-37.118,20.317,24.225,0.000,-52.357,19.536,53.529,40.635,0.000,7.814,42.589,0.000,-28.132,-11.331,23.834,37.118,0.000,46.886,-71.502,10.940,33.211,0.000,-20.317,33.993,-14.847,-46.496,10.940
'[17:57:40.543 10/08/2055]',45.714,-35.165,11.331,24.225,0.000,-67.595,5.079,63.297,45.714,0.000,8.596,45.324,0.000,-12.503,-9.377,30.085,43.761,0.000,77.363,-73.846,12.503,35.556,0.000,-11.331,21.880,-20.708,-41.416,12.503
'[17:57:40.547 10/08/2055]',44.151,-19.536,-11.331,33.993,0.000,-80.098,-2.344,75.800,55.482,0.000,5.079,51.184,0.000,-25.397,-1.954,33.602,49.231,0.000,75.409,-77.753,22.271,33.602,0.000,11.331,3.907,-12.503,-52.747,22.271
'[17:57:40.551 10/08/2055]',25.006,-0.781,-24.225,35.946,0.000,-117.216,20.317,75.409,56.654,0.000,3.516,56.654,0.000,-50.794,7.033,37.509,53.529,0.000,58.999,-78.144,35.556,30.476,0.000,24.225,6.252,-21.099,-63.687,35.556
'[17:57:40.555 10/08/2055]',23.443,-40.244,26.178,46.496,0.000,-87.912,28.913,53.138,61.343,0.000,5.861,59.780,0.000,-74.237,16.020,49.231,71.111,0.000,64.860,-76.190,34.383,38.681,0.000,-26.178,53.138,-28.132,-40.635,34.383
'[17:57:40.559 10/08/2055]',31.258,-19.145,16.410,55.482,0.000,-69.939,39.463,44.151,69.548,0.000,7.424,58.608,0.000,-74.628,-3.126,56.264,84.005,0.000,60.171,-51.575,7.814,44.542,0.000,-16.410,28.523,-16.801,-8.205,7.814
'[17:57:40.563 10/08/2055]',37.900,-10.940,16.410,56.654,0.000,-60.562,36.728,46.886,76.972,0.000,5.079,51.575,0.000,-71.893,-16.801,41.807,84.005,0.000,16.410,-21.490,-4.689,46.496,0.000,-16.410,48.840,-51.966,10.940,-4.689
'[17:57:40.566 10/08/2055]',49.621,-82.051,62.906,44.542,0.000,-55.482,35.556,31.648,63.297,0.000,7.033,42.589,0.000,-63.297,-23.834,49.621,81.661,0.000,70.720,-61.734,-8.596,42.979,0.000,-62.906,99.243,-49.231,2.735,-8.596
'[17:57:40.570 10/08/2055]',95.336,-50.012,-9.768,36.728,0.000,-37.509,8.987,38.681,61.734,0.000,5.079,30.867,0.000,-16.410,-27.350,35.556,72.283,0.000,57.436,7.033,-32.039,30.867,0.000,9.768,5.470,-28.132,33.993,-32.039
'[17:57:40.574 10/08/2055]',32.821,-11.722,1.563,19.927,0.000,-44.151,8.987,33.602,44.151,0.000,3.907,24.225,0.000,-1.172,-15.238,28.523,47.277,0.000,69.548,-53.529,37.118,5.861,0.000,-1.563,29.304,-31.258,-30.867,37.118
'[17:57:40.578 10/08/2055]',30.867,2.735,-8.987,10.940,0.000,-48.059,53.919,0.000,30.476,0.000,10.940,26.178,0.000,-19.927,-7.814,56.654,57.827,0.000,148.864,-114.090,35.946,15.238,0.000,8.987,16.801,-19.145,-42.979,35.946
'[17:57:40.582 10/08/2055]',16.410,37.509,-17.192,8.596,0.000,-3.516,14.847,2.735,31.648,0.000,11.722,19.536,0.000,-10.549,-0.781,32.430,69.548,0.000,89.084,-54.310,25.788,29.304,0.000,17.192,-44.542,12.112,-6.642,25.788
'[17:57:40.586 10/08/2055]',-33.993,53.138,6.642,1.563,0.000,-53.138,39.072,13.675,27.350,0.000,17.192,23.053,0.000,-34.774,1.563,32.821,75.018,0.000,93.382,-48.449,-7.424,37.509,0.000,-6.642,-12.503,-9.768,14.066,-7.424
'[17:57:40.590 10/08/2055]',-48.840,75.018,5.079,6.252,0.000,-33.211,56.264,-12.894,28.523,0.000,22.662,18.755,0.000,-42.589,-5.079,18.755,85.958,0.000,-23.834,32.039,-5.861,53.919,0.000,-5.079,-35.946,-2.344,4.689,-5.861
'[17:57:40.594 10/08/2055]',91.429,15.238,-45.324,-8.205,0.000,-17.973,29.304,25.397,15.238,0.000,28.132,14.066,0.000,-43.370,-0.391,11.331,60.562,0.000,9.377,-36.728,31.258,22.662,0.000,45.324,-76.581,-21.490,-10.549,31.258
'[17:57:40.598 10/08/2055]',42.198,53.919,-52.357,10.940,0.000,-50.794,18.364,49.231,37.509,0.000,30.476,17.192,0.000,-32.430,-1.563,28.523,55.873,0.000,21.490,-8.596,27.741,8.987,0.000,52.357,-49.621,-65.641,15.629,27.741
'[17:57:40.602 10/08/2055]',93.773,33.602,-24.615,7.814,0.000,17.582,45.714,16.020,29.304,0.000,33.211,13.284,0.000,-35.556,-0.781,44.933,56.654,0.000,59.389,-39.853,25.006,19.145,0.000,24.615,-49.621,-32.821,1.172,25.006
'[17:57:40.605 10/08/2055]',96.508,-6.252,-17.192,9.377,0.000,-27.350,33.602,46.105,28.523,0.000,32.821,3.126,0.000,-33.211,14.847,18.364,51.575,0.000,119.560,-77.753,-18.364,28.523,0.000,17.192,0.000,-28.913,-5.079,-18.364
'[17:57:40.609 10/08/2055]',-17.973,55.873,18.755,2.735,0.000,-41.026,70.720,8.205,20.708,0.000,41.026,-12.503,0.000,11.722,15.629,-10.549,53.529,0.000,58.999,77.753,-112.137,45.324,0.000,-18.755,-11.722,-17.582,98.852,-112.137
'[17:57:40.613 10/08/2055]',-33.211,47.277,51.184,-6.252,0.000,-8.205,78.926,-18.755,7.033,0.000,44.933,-25.788,0.000,16.410,20.708,-22.271,59.389,0.000,-20.708,101.197,-65.641,60.171,0.000,-51.184,7.814,-16.801,42.979,-65.641
'[17:57:40.617 10/08/2055]',-20.317,53.529,25.006,-19.536,0.000,-12.894,61.343,-4.298,-5.079,0.000,46.886,-35.556,0.000,40.635,17.973,-27.350,27.741,0.000,42.198,-37.900,34.383,20.708,0.000,-25.006,-31.258,4.689,-37.900,34.383
'[17:57:40.621 10/08/2055]',85.177,5.861,-17.582,-9.377,0.000,-69.939,121.514,7.033,4.298,0.000,62.515,-28.523,0.000,42.198,26.178,-15.238,14.457,0.000,-11.722,-9.377,98.071,-7.033,0.000,17.582,-55.873,-40.244,-33.211,98.071
'[17:57:40.625 10/08/2055]',143.394,5.079,-36.728,-10.940,0.000,-36.337,79.707,50.403,5.861,0.000,64.078,-21.880,0.000,45.714,37.118,8.205,-5.861,0.000,3.516,22.271,92.601,-32.430,0.000,36.728,-64.078,-64.078,8.987,92.601
'[17:57:40.629 10/08/2055]',158.242,8.987,-105.104,-7.033,0.000,-79.707,27.350,96.508,8.987,0.000,60.171,-18.755,0.000,-25.397,34.774,23.443,0.000,0.000,79.316,-68.376,39.853,-16.801,0.000,105.104,-50.012,-91.429,-0.391,39.853
'[17:57:40.633 10/08/2055]',224.664,-33.211,-125.421,-0.391,0.000,-100.024,96.899,61.343,5.861,0.000,70.720,-15.629,0.000,-44.542,62.906,13.675,5.470,0.000,98.852,-25.788,-31.258,-3.516,0.000,125.421,-65.250,-66.032,34.383,-31.258
'[17:57:40.637 10/08/2055]',122.686,84.005,-167.619,-1.563,0.000,-56.654,14.457,75.800,3.126,0.000,60.952,-18.364,0.000,-23.443,44.933,8.596,7.814,0.000,79.707,20.708,-73.455,12.112,0.000,167.619,-81.661,-93.773,66.813,-73.455
'[17:57:40.641 10/08/2055]',-7.814,66.032,-67.985,-1.563,0.000,55.482,-23.053,-24.225,-18.755,0.000,37.118,-32.430,0.000,8.205,-7.814,13.284,3.516,0.000,58.608,-31.258,-16.801,7.814,0.000,67.985,-37.509,-41.026,14.847,-16.801
'[17:57:40.645 10/08/2055]',-11.722,138.315,-57.436,-22.271,0.000,24.225,86.740,-33.993,-30.476,0.000,53.919,-8.987,0.000,1.172,25.788,50.012,-14.847,0.000,236.777,-210.989,72.674,-35.165,0.000,57.436,-104.322,15.629,-31.258,72.674
'[17:57:40.648 10/08/2055]',70.720,66.422,-86.349,-14.457,0.000,-132.454,117.998,61.343,-11.331,0.000,48.449,10.940,0.000,48.059,22.662,26.960,-17.582,0.000,76.581,32.821,2.735,-31.648,0.000,86.349,-66.422,-65.641,55.873,2.735
'[17:57:40.652 10/08/2055]',99.243,-27.350,-49.231,8.205,0.000,-108.230,83.614,50.012,5.079,0.000,33.211,12.894,0.000,34.774,-16.410,23.834,7.814,0.000,66.422,15.629,-48.059,16.410,0.000,49.231,-1.954,-74.237,52.747,-48.059
'[17:57:40.656 10/08/2055]',34.774,138.706,-66.813,-35.556,0.000,-41.026,85.177,53.919,-28.132,0.000,35.946,19.536,0.000,1.563,28.913,35.556,-11.722,0.000,73.455,35.946,-37.509,-17.192,0.000,66.813,-82.051,-21.880,58.608,-37.509
'[17:57:40.660 10/08/2055]',401.270,-140.659,-154.725,3.907,0.000,-126.203,136.752,86.740,11.331,0.000,39.463,23.053,0.000,17.582,33.211,-19.536,24.225,0.000,-50.794,203.956,-135.580,39.853,0.000,154.725,-19.145,-117.216,91.819,-135.580
'[17:57:40.664 10/08/2055]',-18.364,56.654,-27.741,-13.284,0.000,105.885,-36.728,-47.277,-25.006,0.000,3.516,-17.973,0.000,50.012,-38.681,-46.496,18.755,0.000,-141.441,205.519,-137.534,56.654,0.000,27.741,-29.304,-14.066,85.568,-137.534
'[17:57:40.668 10/08/2055]',-105.495,178.168,25.397,-69.548,0.000,234.823,-28.132,-100.806,-76.581,0.000,7.033,-24.615,0.000,96.117,35.165,-41.807,-48.449,0.000,-29.695,132.063,-21.880,-38.291,0.000,-25.397,-92.991,51.575,62.515,-21.880
'[17:57:40.672 10/08/2055]',96.899,-12.112,-33.993,-22.271,0.000,47.668,23.443,-26.178,-16.020,0.000,9.768,-14.066,0.000,97.680,33.211,-47.277,-14.847,0.000,-22.271,179.341,-86.349,-0.781,0.000,33.993,-72.674,32.039,70.330,-86.349
'[17:57:40.676 10/08/2055]',-237.949,100.415,99.243,-21.099,0.000,124.249,-83.614,-78.926,-20.317,0.000,-16.410,-42.198,0.000,146.520,-11.331,-98.462,-25.788,0.000,-144.176,203.175,-60.562,12.112,0.000,-99.243,-21.490,67.204,64.469,-60.562
'[17:57:40.680 10/08/2055]',-128.938,75.800,106.276,-40.635,0.000,159.414,-25.397,-85.958,-34.774,0.000,-7.033,-31.258,0.000,151.600,13.675,-61.734,-56.654,0.000,-75.018,87.912,80.879,-47.277,0.000,-106.276,-19.927,47.277,-12.894,80.879
'[17:57:40.684 10/08/2055]',37.509,46.496,-15.238,-12.112,0.000,71.111,24.615,-41.807,1.172,0.000,2.735,-10.940,0.000,73.455,18.364,-15.238,-26.569,0.000,-61.343,25.397,143.394,-57.045,0.000,15.238,-96.899,11.722,-19.927,143.394
'[17:57:40.688 10/08/2055]',84.786,35.556,-73.846,0.391,0.000,-0.781,19.145,5.079,22.271,0.000,6.642,2.735,0.000,-12.894,-14.066,29.695,1.563,0.000,-19.145,-28.132,103.150,-50.403,0.000,73.846,-71.502,-38.681,4.689,103.150
'[17:57:40.691 10/08/2055]',150.037,48.840,-123.858,-16.410,0.000,-14.066,18.364,37.509,14.457,0.000,14.457,16.410,0.000,-41.807,29.304,63.297,-3.907,0.000,179.341,-132.063,62.515,-62.515,0.000,123.858,-125.031,-14.066,11.722,62.515
'[17:57:40.695 10/08/2055]',416.117,-116.044,-260.611,26.178,0.000,-182.076,49.621,128.547,67.985,0.000,8.987,25.397,0.000,-9.377,-5.470,57.827,30.085,0.000,128.938,93.773,-141.441,-7.033,0.000,260.611,-125.031,-89.866,131.282,-141.441
'[17:57:40.699 10/08/2055]',8.596,3.516,-59.780,33.993,0.000,-15.629,-49.621,-1.954,53.138,0.000,-24.225,-14.457,0.000,50.012,-47.668,-26.178,42.198,0.000,22.271,167.228,-232.869,61.343,0.000,59.780,-42.198,19.145,155.116,-232.869
'[17:57:40.703 10/08/2055]',-117.607,45.714,79.707,-10.549,0.000,165.665,-58.999,-101.587,-6.252,0.000,-36.337,-36.337,0.000,139.487,-30.085,-67.204,-22.662,0.000,-89.866,207.082,-120.342,21.880,0.000,-79.707,-5.470,70.330,69.939,-120.342
'[17:57:40.707 10/08/2055]',-122.686,84.005,57.436,-15.629,0.000,215.678,-72.283,-116.044,-23.443,0.000,-40.635,-39.072,0.000,155.507,-8.987,-68.767,-48.449,0.000,-97.289,165.275,-36.337,-1.954,0.000,-57.436,-50.403,42.589,67.985,-36.337
'[17:57:40.711 10/08/2055]',-130.110,137.143,38.291,-17.973,0.000,198.486,-59.389,-88.694,-21.880,0.000,-33.211,-21.490,0.000,104.713,3.907,-28.523,-44.933,0.000,-55.482,81.270,47.277,-37.509,0.000,-38.291,-87.131,43.370,60.171,47.277
'[17:57:40.715 10/08/2055]',126.203,65.641,-125.421,18.755,0.000,62.125,-38.291,35.556,26.178,0.000,-12.894,10.940,0.000,30.867,28.913,16.410,-19.927,0.000,55.482,-50.012,109.402,-57.827,0.000,125.421,-110.574,-43.761,12.112,109.402
'[17:57:40.719 10/08/2055]',314.139,-32.039,-207.863,14.847,0.000,-94.164,-25.788,157.851,51.184,0.000,-11.722,31.258,0.000,8.987,17.582,21.880,0.000,0.000,72.674,42.979,-35.165,-31.258,0.000,207.863,-89.866,-113.700,94.554,-35.165
'[17:57:40.723 10/08/2055]',168.010,-18.755,-84.396,28.132,0.000,-110.183,39.463,101.978,60.562,0.000,-17.582,29.304,0.000,23.834,-8.596,-3.907,38.681,0.000,-38.291,228.181,-160.586,21.490,0.000,84.396,-41.807,-39.853,181.685,-160.586
'[17:57:40.727 10/08/2055]',186.764,-95.726,-39.853,5.079,0.000,-80.098,0.391,92.601,42.198,0.000,-17.582,19.927,0.000,72.283,12.503,-40.244,15.629,0.000,-12.112,124.640,-64.860,14.066,0.000,39.853,17.582,-81.661,81.270,-64.860
'[17:57:40.730 10/08/2055]',121.905,-62.125,-30.867,-8.596,0.000,-60.952,23.834,36.728,18.755,0.000,-16.410,7.424,0.000,93.773,16.020,-33.211,-19.536,0.000,-39.072,118.779,-7.424,-14.066,0.000,30.867,-25.397,-80.488,87.912,-7.424
'[17:57:40.734 10/08/2055]',43.370,-3.126,-34.774,3.126,0.000,41.026,-22.662,-25.788,14.066,0.000,-17.192,0.000,0.000,109.011,30.867,-3.126,-23.053,0.000,7.814,124.249,-1.172,-16.410,0.000,34.774,-83.223,-9.768,86.349,-1.172
'[17:57:40.738 10/08/2055]',55.092,31.648,-67.595,23.834,0.000,57.436,-35.946,-1.563,23.053,0.000,-11.722,7.033,0.000,92.991,5.861,19.927,-18.755,0.000,81.661,-19.536,69.939,-30.867,0.000,67.595,-128.938,8.987,46.496,69.939
'[17:57:40.742 10/08/2055]',-31.648,160.977,-127.375,45.714,0.000,10.940,-82.051,67.204,49.231,0.000,-17.192,11.722,0.000,39.853,-7.424,22.271,0.000,0.000,0.000,24.225,45.324,-15.238,0.000,127.375,-77.753,-41.807,21.880,45.324
'[17:57:40.746 10/08/2055]',-94.945,150.818,-10.549,12.503,0.000,132.454,-108.230,13.675,19.927,0.000,-27.741,6.252,0.000,41.026,-30.867,14.457,-0.391,0.000,-62.125,206.300,-139.096,18.755,0.000,10.549,-58.608,22.271,162.930,-139.096
'[17:57:40.750 10/08/2055]',-73.846,55.873,60.952,0.000,0.000,85.958,-55.092,8.596,2.735,0.000,-30.085,6.642,0.000,4.689,-0.391,-19.536,-4.298,0.000,-3.516,55.873,-100.024,27.741,0.000,-60.952,9.768,34.774,83.614,-100.024
'[17:57:40.754 10/08/2055]',-5.861,8.987,26.960,-19.927,0.000,13.675,-29.695,31.258,-5.861,0.000,-24.615,5.470,0.000,26.178,25.006,-39.463,-30.085,0.000,-114.872,168.400,-70.330,-1.563,0.000,-26.960,17.582,-77.363,134.799,-70.330
'[17:57:40.758 10/08/2055]',-7.814,37.509,21.099,-1.954,0.000,108.620,16.801,-69.548,-8.596,0.000,-26.960,-4.298,0.000,87.131,-2.344,-50.403,-21.880,0.000,-100.415,169.963,-79.316,21.099,0.000,-21.099,-58.608,8.987,123.468,-79.316
'[17:57:40.762 10/08/2055]',-48.059,-6.252,83.614,0.781,0.000,112.527,4.298,-73.846,-13.675,0.000,-28.132,-0.391,0.000,89.866,1.954,-32.039,-23.443,0.000,-55.092,41.026,77.753,-26.569,0.000,-83.614,-23.053,68.376,3.126,77.753
'[17:57:40.766 10/08/2055]',-77.753,89.475,-5.079,20.317,0.000,83.223,-14.847,-50.403,8.987,0.000,-25.397,6.642,0.000,78.144,-19.145,-23.053,-3.516,0.000,-120.733,137.143,45.714,-30.476,0.000,5.079,-67.204,27.741,59.389,45.714
'[17:57:40.770 10/08/2055]',-126.984,146.520,-25.006,7.814,0.000,60.171,-26.569,-41.807,9.768,0.000,-36.337,15.238,0.000,71.111,-72.283,7.033,25.006,0.000,-66.422,147.692,-62.906,14.457,0.000,25.006,-87.521,85.568,44.933,-62.906
'[17:57:40.773 10/08/2055]',-105.495,64.860,-1.172,24.225,0.000,12.894,-28.523,-30.085,27.741,0.000,-35.556,12.894,0.000,21.490,-3.907,-35.556,19.145,0.000,-51.184,92.210,-57.436,18.364,0.000,1.172,-47.668,69.939,30.867,-57.436
'[17:57:40.777 10/08/2055]',-30.867,73.846,-52.747,3.516,0.000,-11.331,-14.066,5.079,14.066,0.000,-33.993,16.410,0.000,8.987,-7.424,-39.463,-0.781,0.000,-116.044,200.440,-128.547,5.470,0.000,52.747,-112.137,5.079,165.275,-128.547
'[17:57:40.781 10/08/2055]',17.973,13.675,-0.781,4.689,0.000,-3.907,1.172,20.708,16.410,0.000,-28.913,25.006,0.000,30.085,-7.033,-25.006,0.781,0.000,-65.250,108.620,-60.562,16.801,0.000,0.781,-47.277,-8.987,89.866,-60.562
'[17:57:40.785 10/08/2055]',62.515,-45.714,18.364,39.853,0.000,-5.470,39.463,3.516,37.509,0.000,-23.834,26.960,0.000,3.126,-11.331,-5.079,15.238,0.000,-12.894,-22.271,30.476,6.252,0.000,-18.364,-23.443,39.853,-4.298,30.476
'[17:57:40.789 10/08/2055]',-21.490,14.847,30.476,23.053,0.000,98.071,-60.562,-6.252,16.801,0.000,-30.085,25.006,0.000,23.443,-32.430,16.801,15.238,0.000,-51.575,31.258,54.310,-9.377,0.000,-30.476,-24.615,32.821,9.377,54.310
'[17:57:40.793 10/08/2055]',-93.773,62.906,54.701,9.768,0.000,91.038,-15.238,-47.277,5.861,0.000,-21.099,25.006,0.000,60.171,-16.410,15.629,13.675,0.000,-48.449,82.051,49.621,-8.987,0.000,-54.701,-32.039,78.535,-22.271,49.621
'[17:57:40.797 10/08/2055]',-78.535,60.171,21.880,15.629,0.000,55.092,-23.053,-37.509,25.397,0.000,-21.490,23.834,0.000,10.940,-1.954,-0.391,19.927,0.000,-5.079,-26.178,54.310,5.861,0.000,-21.880,-50.403,63.297,-53.529,54.310
'[17:57:40.801 10/08/2055]',-98.852,106.667,8.205,2.344,0.000,82.051,-55.092,-23.834,14.847,0.000,-34.774,16.410,0.000,32.821,-15.629,-19.145,0.391,0.000,-101.587,91.819,16.801,-8.987,0.000,-8.205,-87.131,42.198,22.271,16.801
'[17:57:40.805 10/08/2055]',-37.509,28.523,26.960,-5.079,0.000,32.039,-31.648,-1.954,13.284,0.000,-32.821,22.662,0.000,-12.503,-9.768,-10.940,0.000,0.000,-80.879,85.177,-31.648,-6.252,0.000,-26.960,-36.337,16.020,48.840,-31.648
'[17:57:40.809 10/08/2055]',-38.681,48.449,0.000,17.582,0.000,38.291,-9.768,-23.834,22.271,0.000,-33.211,19.536,0.000,6.252,-34.383,-11.722,22.662,0.000,-83.614,89.866,-42.589,18.755,0.000,0.000,-66.813,30.476,61.734,-42.589
'[17:57:40.813 10/08/2055]',-10.159,19.927,3.126,14.847,0.000,37.900,-7.033,-16.801,13.284,0.000,-36.728,18.755,0.000,-10.159,-29.695,-3.516,21.880,0.000,-52.357,125.812,-111.746,16.801,0.000,-3.126,-41.416,41.807,105.104,-111.746
'[17:57:40.816 10/08/2055]',-69.939,3.516,51.184,5.470,0.000,44.933,-21.099,-31.258,-0.781,0.000,-32.430,10.940,0.000,17.192,-1.172,-29.695,15.629,0.000,-61.734,164.493,-124.640,25.397,0.000,-51.184,-33.602,91.429,95.336,-124.640
'[17:57:40.820 10/08/2055]',-88.303,25.006,35.165,9.768,0.000,17.973,-7.424,-31.648,3.516,0.000,-26.960,7.814,0.000,29.304,16.410,-42.589,9.768,0.000,-44.151,86.740,-46.886,17.973,0.000,-35.165,-43.761,66.032,52.357,-46.886
'[17:57:40.824 10/08/2055]',-41.416,-0.391,38.291,5.861,0.000,47.668,-23.053,-23.834,1.954,0.000,-29.695,3.907,0.000,-1.563,16.801,-33.602,-9.768,0.000,-77.753,71.111,-5.079,-15.629,0.000,-38.291,-38.681,82.833,19.145,-5.079
'[17:57:40.828 10/08/2055]',-28.913,-33.211,52.357,6.642,0.000,62.515,-42.589,-24.225,1.563,0.000,-32.430,-0.781,0.000,11.722,2.344,-26.960,-1.172,0.000,-53.919,17.973,29.304,-7.033,0.000,-52.357,-14.847,84.786,-28.132,29.304
'[17:57:40.832 10/08/2055]',-45.324,-27.350,47.668,4.298,0.000,64.469,-41.026,-41.416,-1.954,0.000,-37.118,-6.252,0.000,23.443,-19.536,-14.847,0.000,0.000,-91.429,77.753,7.033,-5.470,0.000,-47.668,-14.066,79.316,-5.861,7.033
'[17:57:40.836 10/08/2055]',-30.476,-23.053,32.821,5.470,0.000,76.581,-42.979,-44.542,-3.907,0.000,-39.072,-11.331,0.000,24.225,-17.582,-15.629,-7.033,0.000,-63.297,101.587,-58.608,4.298,0.000,-32.821,-28.523,91.038,35.556,-58.608
'[17:57:40.840 10/08/2055]',-58.217,-17.582,26.178,9.377,0.000,42.198,-41.026,-40.244,-1.563,0.000,-42.589,-14.457,0.000,36.728,-18.755,-19.536,-1.954,0.000,-21.490,89.084,-101.978,32.039,0.000,-26.178,-22.271,92.601,39.463,-101.978
'[17:57:40.844 10/08/2055]',-84.786,-10.940,13.284,3.126,0.000,-3.907,-31.648,-33.602,-7.814,0.000,-37.118,-21.099,0.000,42.979,-14.457,-33.602,-16.410,0.000,-62.125,125.421,-107.839,22.662,0.000,-13.284,-21.099,77.363,49.621,-107.839
